,id,date,dateYear,dateMonth,dateDay,rating,userName,content
323,324,20210210,2021,02,10,1,MS J,왜 (전화되는)탭 사용자는 안되나요? 다른 금융권 다 깔아지는데. 유일하게 못까는게 케이뱅크네요. 이유가 없니까? 이 앱 하나 다운받자고 폰을 새로 사야되나요? .... 해결해주세요. 그리고 홈피 들어가봐도 알길이 없군요. 금융관련된게 이렇게 허접해서야..업비트때문에 어쩔수없이 써야하지만.. 별 하나도 아깝습니다.
324,325,20210321,2021,03,21,5,BLUCKET,제가 군에 있어서 카메라 사용이 불가능합니다. 많은 분들이 군에서 카메라 사용이 안되서 본인인증을 할 수 없어서 포기하는 분들이 많습니다. 카메라 사용없이 본인인증을 할 수있는 방식을 만들어 주시면 정말 감사할거 같습니다.
325,326,20201111,2020,11,11,5,뚯뚜루,"안녕하세요? THE POP리워즈 이벤트 문자의 내용으로 미루어 볼때, 이벤트 상세페이지 url이 있을거 같은데, 다운로드 url이외에는 없네요. 다운로드 받고 url을 누르면 상세페이지로 이동할까했는데 그것도 아니네요 ㅠㅠ; 혹시 이벤트 상세페이지 url을 공유받을 수 있을까요?"
326,327,20210223,2021,02,23,1,Do-Yeop Kim,심심하면 무한로딩 걸려서 삭제하고 다시 세팅해야됩니다. 은행에선 무슨 백그라운드 이야기하는데 백그라운드 자체에는 케이뱅크관련은 하나도 없음. 타사 은행은 적어도 실행자체는 잘 되는데 케이뱅크는 뱅킹앱이 인간적으로 너무나도 구려서 못 쓸정도에요.
327,328,20210223,2021,02,23,1,Dongjoo Cha,"첫 로딩화면에서 안넘어갑니다. 아래 리뷰들 보니 앱종료, 삭제 후 재설치 이런거 있던데 다 해봐도 안되네요. 고객센터 전화하니 회선초과로 안된다하고 이래서 은행업무 어떻게 할까 걱정돼서 못하겠네요. 앱은 사용불가, 고객센터 통화불가... 어떡할까요. 필요할때 돈을 못꺼내면 은행의 역할이 아닌거같은데요."
328,329,20210316,2021,03,16,1,문성원,케이뱅크 신규가입 회원입니다. 너무 속상해 올립니다. 제가 특수상황인지 모르지만 1) 컴화면상 공동인증서 로그인이 되지않습니다. 2)필요한 회원가입 계좌등록 신분증 모바일 OTP등록을 다한 후에도 계좌 이체가 되질 않습니다. 이틀동안 이를 해결하려해도 전혀 진척이 없습니다. 이틀 동안 계좌 이체를 단 1원도 하지못해 속 끓습니다. 3)컴퓨터로 이체 진행시 OTP모바일 인증시 스마트폰의 푸시메세지가 안 뜹니다. 이건 NH뱅킹 앱에 들어가서 폰 우상단 세줄 누르고 인증/등록 들어가서 OTP발행 누르니 해결되더군요 참고로 공인인증서 범용 등록했구요 농협 이용합니다. 내일 농협문의해서 계좌이체 안되면 전 거래 안하려구요 다른분들도 이글 보시고 심사숙고 하시길
329,330,20190924,2019,09,24,3,Google 사용자,Otp인가 뭐시기인가 꼭 발급받아야 하는건가요? 이체할때마다 그 문구가 떠서 굉장히 불편한대요. 이거 때문에 메일도 보냈는데 읽지도 않으시더라구요. 다른 곳은 안 그런데 케이뱅크만 계속 그 문구가 뜨네요.
330,331,20210219,2021,02,19,1,Heath Ledger,갑자기 처음에 무한로딩이네요.... 재설치하게 만드네요. 다시 설치해도 무한로딩 걸리네 핫픽스가 왜 아직도 안 되고있어요? 아니 실행이 안 되는데 이체를 어떻게 해요 피씨에서 이체하려고 했는데 앱 푸쉬 알림 기능은 왜 넣은 건데요. 앱 실행이 안 된다고
331,332,20211124,2021,11,24,1,에코,아니 밑에보니까 신분증 재확인을 왜하냐고요. 인증통과됐으면 그만이지 다른데보다 까다롭고 인식도 못하는데 또 확인절차라고 속편한 대응을 하시네. 1차로 겨우 패쓰한 인증 바로 사용되게 처리바랍니다 진짜 사람 갖고 장난하시는거 아니죠. 케이뱅크 깔게 만든 배경도 답답한데 책임맡은 곳은 더 답답하네
332,333,20211230,2021,12,30,5,우주최강효정,핸드폰에 인증서가 있는데도 뜨지도 않고 후기들보니 PC가서 다시 복사? 인증서가 폰에 있는데 타기관 등록할려고 해도 뜨지도 않고 다시 해야 되는것도 이해가 안되네요. 정부는 인증서 없어졌다고 말만 씨부리고 결국은 이름만 바뀐거지 도대체 뭐가 없어진건지 어이가 없을뿐입니다.
333,334,20211103,2021,11,03,1,독고탁,입출금알림 오류때문에 전화기 부셔버릴뻔했네요 도대체 몇번째인지 이게.. 이메일문의해도 다 설정 되있는거 또 설정하라는 반복적인 말만.. 앱자체에 문제인지 인식을 못하는건지.. 스트레스받아서 삭제해야되겠습니다
334,335,20201224,2020,12,24,1,한개속도의,"업비트 사용하려고, 케이뱅크 깔았는대... 첫 회원가입 및 간편비밀번호 설정오류(간편비밀번호 설정 한적 없고, 처음 가입했는데 비밀번호 없음)로 인해 케이뱅크 가입이 안됩니다 1시간동안 인증하고 별짓 다했는데 안되서 업비트 삭제하고 그냥 파이낸스나 쓰렵니다"
335,336,20220521,2022,05,21,1,무야호,앱사용의 불편함 외에도 많은 단점이 있다. 일단 대부분이 다 그렇지만 탈퇴를 참 열심히 막는다. 그리고 일단 가입했으면 5년동안 개인정보를 상납해야 한다. 하지 말라는데는 다 이유가 있다는걸 뼈저리게 깨달았다
336,337,20201215,2020,12,15,1,김민성,신분증 촬영을 하는데 어둡게 하고 각도 고 뭐고 다해봐도 인식이 안됩니다 갤럭시a5 쓰는데 카메라에 신분등 되믄 뿌옇게 인식되고 한시간 동안을 해봐도 안되는데 열통 터지게 만드네요 참고로 신분증 상태는 깔끔합니다 다른 방법으로 할수 있는 방법 있으면 빠른 답변좀 부탁 드립니다
337,338,20211210,2021,12,10,5,onna yama,초창기부터 잘 이용하고 있기는 하지만 갑자기 궁금한 생각이 드는 게 왜 케이뱅크를 상징하는 아이콘이나 로고를 갑자기 바꿨는지 이해가 되지 않네요. 아무래도 기존 고객들은 흰색 바탕의 K자가 새겨진 아이콘과 로고를 케이뱅크만의 아이덴티티티로 각인하고 있는데 완전히 바꿔버림으로써 브랜드이미지가 부정적으로 바뀜. 이렇게 완전히 뒤바꿔야할 정도로 브랜드개선이 필요한상황인가하고 여긴 좀 불안한 곳이구나라는 생각만 들게 만듬.
338,339,20200724,2020,07,24,1,이형주,거지같음. 30번 넘게 촬영해도 신분증 인식안되서 에러메세지에 나온 고객센터 전화하면 다시 찍으라며 도와줄 수 없다함. 에러메세지에 도대체 왜 고객센터 번호 넣음? 어처구니 없음 ㅂㅂ2
339,340,20220108,2022,01,08,1,ApproachMe,"한도계좌 풀기가 힘듬, 어플이 휴대폰 인증서 못찾음, 휴대폰에서 PC로 옮기고 그걸 다시 케이뱅크 어플에 이동해야함, 나이드신 PC없는 휴대폰만 있는 분들은 PC방 같은곳이나, 타인PC에 인증서 옮기고 그걸 다시 폰어플로 등록해서 인증해야함... 오히려 보안에 취약해짐"
340,341,20210310,2021,03,10,1,Sooyeon Lena Kim,앱이 너무 자주 에러가 나요 몇달째 이래서 답답해서 리뷰 남깁니다. 완전히 앱도 종료해봤고 핸드폰도 껐다키는걸 반복해도 여전히 실행이 안되네요.
341,342,20180928,2018,09,28,1,Google 사용자,아니 알뜰폰은 사용도 못하네 알뜰폰쓴다고 휴대폰인증 못하는 앱은 난생 처음이다 거기다 가입할때 체크박스 로직을 어케심었길레 체크가 안되냐 테스터없음??? 결국 전체선택하고 선택항목 풀었음 ㅡㅡ;;;
342,343,20190911,2019,09,11,1,Google 사용자,푸시 알림이 늦게 오거나 아예 안옵니다.. 앱 실행하면 그제서야 밀린 알림 한꺼번에 옵니다. 저만 그런게 아닌듯한데 형식적인 답변만하고 빠른 조치가 이뤄지지 않네요.
343,344,20190624,2019,06,24,1,Google 사용자,"LG V30 사용자 입니다. 요새 배터리가 광탈이라 LG서비스센터 갔더니 당신네들 케이뱅크APP이 120회 이상 오류를 일으키고, 배터리에도 제일 악영향을 주고 있다고 합니다. 제발 개선 하길 바랍니다 ㅡ.ㅡ;;; 개선없으면 적금 끝나는대로 계좌+APP 없앨 계획입니다."
344,345,20220225,2022,02,25,3,이상현,오픈뱅킹 등록할때 본인인증 절차에 공동인증서 인증도 추가해 주시면 좋겠습니다. 혹시나해서 공홈에도 가봤는데 등록하는곳이 없네요.. 폰이 제 명의가 아니라서 요새 본인인증이 너무 빡셈../// 이전 리뷰 삭제하고 다시 적어도 리뷰댓글이 남아있네... 이건 몰랐네요.
345,346,20190102,2019,01,02,3,Google 사용자,인증서로 login 할때 첫화면을 뱅크사인 화면이 나오도록 수정해 주시면 터치하는 회수가 줄어들어 사용하는데 편리할것 같네요 다른은행 앱에서는 인증서를 선택을 하면 첫화면을 보여줘서 편리하게 사용하고 있습니다
346,347,20210505,2021,05,05,1,이상아,"s9쓰고요, 안드로이드버젼 10Q(Android 10) 최신업데이트 완료됬습니다. 3일 전 부터 앱이 로고만 뜨고 계속 먹통입니다. 삭제했다 다시 깔아도 봤고 업뎃도 해 봤는데 앱을 열면 맨 위에 케이뱅크 로고만 나온 뒤 아예 아무 반응이 없습니다.."
347,348,20201230,2020,12,30,1,Hawkeye Dane,계속 알수없는 앱때문에 보안차단으로 실행안되서 보안폴더(knox)에 깔고 쓰고있네요 삼성에서 이걸지원해서 망정이지.. 나중에 이걸로도 실행 안되는날 오면 그냥 안쓰는걸루...
348,349,20190903,2019,09,03,1,Google 사용자,업데이트 하고나서 계속 네트워크를 확인하라고 메시지 뜹니다!! 삭제하고나서 재설치하면 실행되고요. 잠시후 계좌조회하려면 네트워크상태를 확인하라고 실행되지 않습니다
349,350,20210602,2021,06,02,1,NARA OH,상담원 불친절 대응 방법 자체를 모르는듯 기본적인 상담 자제가 안되고 짜증난 상태인데도 오히려 본인이 짜증내고있음 신분증 사진계속찍어서 보내니까 안왔다고 최소한 추가 사진이 찍이면 새로 확인할 생각도 안함 그냥 전화 콜수 올릴려고 빠르게 끊을 생각 밖에 안보임
350,351,20210223,2021,02,23,1,송재경,"갑자기 휴대폰 접속이 안되요 재부팅, 실행프로그램 모두종료, 3번째 재설치까지 인증 다시하려고 확인 눌러서 사이트 접속하면 k뱅크 글귀로고 하나보이고 백지화면에서 더 이상 진행이 안됨"
351,352,20220514,2022,05,14,1,이재환,통장 개설 시 주소등록 창에서 진행이 안됩니다 홈페이지 에서 만들려고해도 계좌 개설 먼저 하라고 해서 이도저도 못하고 있습니다
352,353,20210810,2021,08,10,1,Joshua Choi,"오랜만에 출금할려고 접속함 흰 화면이서 계속 앱이 죽음 리뷰 보고 따라 해도 안됨 휴대폰 재시작, 캐시 삭제 뭘 해도 안됨 결국 앱 지우고 다시 깔면 됨 문제는 처음부터 신분증 인증 다 다시 해야함 은행 어플이 앱 업데이트 할때 문제 생기면 이건 치명적이다고 생각함 코인 아니면 절대로 안쓸거 같음 치명적인 실수가 쌓이면 신뢰를 잃을 뿐 지금이라도 앱 개발자 전문가 영입 하시던지 비슷한 증상이 생기면 해결방법을 고객들에게 문자라도 공유를 해주시면 좋겠네요"
353,354,20200907,2020,09,07,5,Michael Faraday,오픈뱅킹이 다른 은행보다 계좌 등록도 쉽고 속도도 빨라요. 잊었던 계좌도 찾아줘서 좋아요. 자주 쓰고 있어요. ^^ 그런데 아쉬운 점이 하나가 있어요. 해외로부터 내 계좌로 돈을 받고 싶은데요. 아직은 송금만 지원해서 좀 그렇네요..ㅜㅜ
354,355,20190402,2019,04,02,4,Google 사용자,간단하게 바뀌면서 예금적금 부분이 더 보기 어려워졌어요... 만기일이나 이자는 보이게 해주셨으면 좋겠어요... 예적금만 세네개 들어있는것 같은데 정신이 하나도 없네요...
355,356,20200823,2020,08,23,1,송민규,비정상동작이 어떤 행위를할때 나오는건지 알려주세요. 원격때문이라고 답글적어놨길래 구글 원격제거했는데도 마찬가지. 다른 모든앱 멀쩡합니다.(토스 우리 하나 국민 빗썸 업비트) 안드로이드10 입니다. 빌드프롭을 까보는건지 뭘까보는건지 정확히 알려주세요..
356,357,20210329,2021,03,29,5,ar Jo,"다른 은행앱에 비해 사용이 간편하고 시각적으로 깔끔해요. 앞으로 번창하시길 바라고, 속도는 좀더 빠르면 좋을거같아요."
357,358,20210223,2021,02,23,1,채채퐁퐁,"노트9 쓰는데 어플키면 케이뱅크 마크만 보이고 어떠한 버튼도, 다음 화면으로 넘어가지도 않습니다. 재설치해도 똑같네요"
358,359,20210303,2021,03,03,5,Hee-Jin Kim,초창기 부터 사용 중인데 업비트 연결되서 더 좋네요 갑자기 사람 몰려서 오류가 많은가본데 화이팅임다..전 잘쓰고있음요!!!
359,360,20190826,2019,08,26,1,Google 사용자,복권 때문에 개설하고 이체가 안 되길래 otp등록하라 해서 신규발급받고 일주일 기다려서 오자마자 등록하려니 #사용중인 otp는 신규등록할 수 없습니다.# 이런 경고창 뜨고.. 에휴.. 아니 카드형 otp 새로 발급 받았는데 뒤에 유효기한보니 17년1월부터 20년1월까지던데 4~5개월 쓰라는 소리인가요?ㅋㅋ 어플문제가 아닌 영업문제겠지만 속이 상하네요.
360,361,20201024,2020,10,24,1,사이다,공인인증서 발급받는데 인증이 뭐이리 까다롭나요. 어찌됬든 힘들게 인증다하고 마지막에 비밀번호 설정에서 입력하면 자꾸 처음으로 돌아가네요. 어플도 최신버전인데 왜그렇죠? 진짜 인증하다가 하루 다 지난 기분이네요.
361,362,20200626,2020,06,26,1,박정민,업데이트 후 갑자기 로그인 하다가 폰 멈춤현상발생하네요. 다른 은행은 잘됨. 나와 비슷한 분들이 리뷰에 보이네요. 삭제후 재설치 하니 잘되긴 합니다만 번거롭게 다 인증 다시 받아야함 ㅠ
362,363,20211121,2021,11,21,1,yoon J,앱 알림에서 잔액조회가 안돼요. 알림창 확장이 안되어 알림내용 전체(잔액은 맨 마지막에 표시됨)를 앱을 켜서 확인해야 합니다. 빠른 업데이트 부탁드립니다.
363,364,20210222,2021,02,22,1,뿜뿜별이,다운로드만 계속 하고있어요 계속 로딩 다운로드만 반복중이고 어플은 실행도 안되고 심각합니다. 어플 상태도 좀 점검해주시고 관리좀 해주시지 만들면 뭐해요 쓰질 못하는데
364,365,20190501,2019,05,01,1,Google 사용자,계좌 복붙 기능 제거로 더 이상 사용을 희망하지않습니다. 이천년 초반의 인터넷뱅킹 방식으로 구시대착오적 방식으로 퇴화된 듯합니다. 개발자들 물갈이 필요할듯합니다.
365,366,20210326,2021,03,26,1,이번생은 처음이라,"평점이 2,3 점? 너무 많은것 아닐지~ <0점>주고싶은 심정. 다른 금융기관보다 모든 절차가 너무너무 어렵고 까다로움. 전에 이용하다가 홈피에 들어가면 일거래액이 백만원 뭐 어쩌고 저쩌고 하는 통에 딴데로 이동했다 다시올까 했는데 선입견 탓인가~ 문의사항 남겨도 답답하면 니가 알아서 하라는 건지 답변도 없었음. 천리길도 한걸음부터 시작하고 푼돈이 모여서 큰돈이 되~"
366,367,20210208,2021,02,08,1,Ho young Park,신분증 확인을 못함. 초점 맞춰 다시 찍어도 확인 못함. 지금 4번째하는데 한번 더그러면 걍 내년에 개설 예정. 고객센터 문의해도 될때까지 다시찍으라고만 답변함.
367,368,20190522,2019,05,22,3,Google 사용자,그냥저냥 나쁘지 않게 쓰고 있는데 너무 느려요 갤럭시 노트9 사용하고 있습니다 지문인식 잠금해제 뜨는것도 3초 이상 걸립니다 비밀번호로 해도 별로 다를바 없이 느리네요
368,369,20200113,2020,01,13,1,Google 사용자,신규가입이라 공인인증서 인증서 가져오기로 들어가는데 마지막 단계에서 간편비밀번호 입력이 계속 떠요!!..저는 아직 간편비밀번호를 설정 안했는데 말이죠...그래서 비밀번호를 변경하기로 들어가면 또 신규등록에는 할수 없다고 나와요....사용자 등록좀 하게 해주세요...
369,370,20210623,2021,06,23,1,MM-Design / HyunGu Shin,왜 같은 오류가 반복해서 발생하는데 대처를 안하는지 첫 화면 이후로 진행이 안되구 오류 발생으로 앱 종료 급하게 이체가 필요한 사람은 미쳐 버릴듯 업뎃을 하던지 좀 사람들 반응에 긴급 대처가 절실히 요구 됨
370,371,20220515,2022,05,15,2,DS bears,앱을 눌러도 실행이 안되고 계속 안들어가져요
371,372,20190902,2019,09,02,4,Google 사용자,이체 편하고 좋습니다. 최소잔액 기능만 좀 더 편리해졌으면 좋겠습니다. 카카오뱅크 세이프 박스처럼 자유롭게 남기고 찾을 수 있으면 좋겠습니다.
372,373,20210409,2021,04,09,1,박대철,아니 도대체 아침일찍도 어플이 안들어 가지고! 밤늦게도 안들어 가지고! 오류안나게 수정을 하던해야지 맨날 오류나서 타이밍 놓치면 책임질거에요?!!!??? 아니 몇번을 지웠다 깔아도 들어가긴 커녕 핸드폰자체를 먹통으로 만들어놓고!!!! 때려치던가요!!!!!!!!
373,374,20191221,2019,12,21,1,Google 사용자,WIFI로 접속시 첫화면 인중 후 무한로딩이 걸려버리네요;; 원래는 안그랬는데 올해 초부터 그러더니 몇개월째 개선도 안되고 있습니다
374,375,20210615,2021,06,15,1,OO2 NO3,첫 로딩화면에서 먹통되는거 해결 후 며칠째 묶여있던 돈 찾음 ㅠㅠ 1. 어플 삭제 후 재설치 2. 그 다음 휴대폰 재부팅 3. 문제 해결 저와 비슷한 문제 겪는분들에게 도움이 됐음 하네요
375,376,20210703,2021,07,03,1,이태림,혜택은 케이뱅크.. 라는 첫 화면에서 넘어가질 않아요. 전엔 잘 되었었는데.. 여러번 삭제했다가 다시 다운 받아도 똑같고 모든 권한을 다 허용해봐도 안되네요. 돈 찾아야하는데 짜증..
376,377,20220519,2022,05,19,3,떡볶이,업데이트된화면 너무 정신없어요... 케뱅평소에 안쓰시는분들이 업뎃하셨나...ㅠ
377,378,20201107,2020,11,07,5,린,네이버페이 체크카드 잘 쓰고 있습니다. 포인트 혜택 너무 좋아요♥♥♥♥ 포인트 야금야금 모아서 뭐 살때 전액 포인트결제 하면 너무 행복해요. UI도 깔끔하고 좋습니다.
378,379,20181122,2018,11,22,1,Google 사용자,바이오인증 인식이 진~짜 안돼요 진짜 지문인증 10번 지문 대면 1번 될까 말까 할 정도로 안돼서 홍채로 바꿨는데 홍채도 안돼요 지문인증보단 낫네요 홍채는 한 5번 시도하면 1번은 되는 것 같네요 너무 불편해요 다른 어플에서도 그러면 패널에 문제가 있나 하겠는데 다른 건 잘만 돼요 케이뱅크 어플에 문제가 있는 거죠
379,380,20210413,2021,04,13,1,싸이키,"생체인증 시 신분증 촬영 후에 계좌 인증 과정에서 계좌 비밀번호를 입력할 수가 없음. 입력란을 터치해도 키보드가 안 뜸. 타행인증 시에도 문자로 온 인증번호를 똑같이 입력할 수가 없음. 이뭐병 갤럭시s9+ 안드10 케이뱅크 현재버전 ""비밀번호를 입력할 수가 없음. 입력란을 터치해도 키보드가 안 뜸. 타행인증 시에도 문자로 온 인증번호를 똑같이 입력할 수가 없음."" 이 쉬운 표현을 이해 못 해서 리뷰를 또 써야하나요?? 입력란을 선택해도 입력 수단이 안 뜬다구요~ 진짜 답답답 기종, 안드버전, 앱버전 다 적었잖아요? 시간이 없어서 답변이 어렵나요? 하아"
380,381,20191101,2019,11,01,5,Google 사용자,"원래 카뱅쓰다가 케이뱅크로 넘어왔어요 혜택이 더 많고 ATM기기에서 출금,입금시 수수료가 없어서 좋아요. 송금도 간편하고 여기 자체에서 공인인증서도 발급해주니까 더 좋아요 앱 사용성도 좋아요 버벅거림도 항상 없었구요"
381,382,20190406,2019,04,06,4,Google 사용자,이전 어플 ui가 훨씬 좋은것같아요.. 이전 ui은 깔끔하기도하고 사용하기도 편했는데 업데이트 이후 어플ui는 너무.. 계좌복사도안되고 한눈에 은행도 안들어고 여러므로 불편하네요 ...ㅜㅜ
382,383,20210212,2021,02,12,1,Young S,뱅크샐러드 이벤트링크로 수십번 신분증인증안되어서 혹시어플로는되나해서 드가니 바로되네요? 이벤트 비용안나가게 일부러 이러는건가요? 이벤트적용안된다면 절대 다시는이런상술에 안쓸거같네요 시간만아깝고
383,384,20220609,2022,06,09,1,원맨,어떻게든 상담사 연결시키려고 신분증 촬영 잘안되게해논거봐ㅋㅋ 코미디 더러워서 가입안함 빗썸이나 써야지ㅋ
384,385,20211130,2021,11,30,1,윤상준,케이 뱅크 슬로건이 메이크 머니면 아이콘은 K 고 케이뱅크 이름 아래 슬로건을 적는게 당연한거 아닌가? 대체 아이콘을 M 으로 바꾸는건 누구 머리에서 나온건지.....나참... 그리고 쓰기 편하던 파킹통장 리스트는 왜 옆으로 넘기게 만들었음?? 아니 경쟁사 첩자가 업뎃을 했나 무지능이 담당자로 바꼈나... 잘 쓰던걸 왜 불편하게 바꾸는건데??? 업뎃 상용화전에 내부에서 테스트 진행 안함?? 거 개발 담당 PM이 누군진 모르겠지만 가능하면 빨리 바꾸쇼.... 좋은앱 이리 난도질할 능력이면 가입자 난도질도 시간 문제일듯하니... 그리고 병댓은 가능한 빨리 원복 합시다.
385,386,20190131,2019,01,31,1,Google 사용자,어플자체에 대한 문제에요. 사용을 하지 않아도 백그라운드로 배터리 꽤 먹네요. 타 은행앱들은 백그라운드로 거의가 아니라 제로인대 케이뱅크앱만 꽤 많이 먹네요. 확인해보시고 수정부탁드립니다
386,387,20200725,2020,07,25,1,조길호,줍줍이벤트 잘 알아보고하세요. ok캐시백에서 가입하는데 신분증 촬영 오류로 가입이안되고 다른 브라우저사용하라고 뜨길래 앱깔고 가입햇더니 상자는 1개주네요. 다른분들은 100개 성공하시기바랍니다. 기대햇는데 가입연결 설명이 제대로 안되서 아쉽네요
387,388,20200924,2020,09,24,1,태은,신분증을 도대체 몇번이나 확인중인지 ? 인식이 제대로 되지않아 번거로움이 많은듯 .. 화면을 검게해서 찍어도 오류 .. 뭘 하라는건지 ?? 짜증나서 못하겠네
388,389,20190606,2019,06,06,1,Google 사용자,신분증 촬영 후 이름인식 못하는 시간만 10분. 하다 하다 포기. 쇼핑몰 쿠폰 프로모션으로 가입시킬거면 신분증 인식이나 제대로 해야 가입자 늘 듯~ 가입다해놓고 마지막 치명적 버그로 개설이 안되니 담당자 패널티 좀 받아야 할 듯. 결국 이 앱은 휴지통으로~
389,390,20220714,2022,07,14,5,김태강,잘쓰고있어요 atm수수료무료 최고
390,391,20220714,2022,07,14,1,정구지,카카오에서 나오는 대츨 한도와 실제로 케이뱅크 앱다운 받으면 나오는 한도가 다르네요. 낚시로 어플 다운 받게 하나요???
391,392,20220708,2022,07,08,5,이재성,편리함 실용적
392,393,20200817,2020,08,17,2,서효정,네트워크가원활하지않다고 자꾸 안들어가지네여 어제부터 이틀동안이나~~ 어제 앱설치한건데에 들어가지지가 않네요 ㅇㅅㅇ 에러코드같은것도 안뜹니다
393,394,20210130,2021,01,30,5,Emily Chung,케뱅 점점좋아지는것 같아요. 오픈뱅킹도 보기에도 깔끔하고 사용이 편리합니다 상품도 좋네요 유투브광고도자주보이더라구요 좋은상품도 더 많이만들어주세요
394,395,20210801,2021,08,01,3,Jonghee Park,로그인 안되는분들 설정 - 애플리케이션 - 케이뱅크 - 모바일데이터에들어가서 캐시삭제하고 데이터삭제하고 실행시키면 인증 다시 하는데 인증까지 다시 하니까 됩니다. 인증하기 귀찮아서 캐시삭제까지만 했었는데 데이터삭제까지 하고 핸드폰 재부팅하고 다시 실행시켜보세여~!
395,396,20210405,2021,04,05,4,km park,신분증 촬영이 안됩니다. 신분증 맞추는 흰색괄호가 뜨는데 괄호속은 검정색 즉 카메라 인식이 안되네요. 반복해보아도 같음. ㅡㅡㅡㅡㅡ 해결이 되었습니다. 폰에 문제가 있었던듯. 폰을 껏다 켜니 되네요.
396,397,20201010,2020,10,10,1,이경열,앱 실행하니 갑자기 위변조 여부를 확인할수 없습니다..기기 재시작후 실행 하라는데 몇번을 껏다 켜도 계속 이러고 앱실행이 안되는데..새벽이라 이거 이체도 못하고..좀전까지 잘되다가 갑자기 왜 이러나요?짜증 답답하네요..다른 은행어플은 잘만 되는데 왜 이러는거에요?
397,398,20210107,2021,01,07,1,즐마채널,이번 업데이트 되면서 이체하는게 너무 버벅거리고 늦네요. 제 경우 하루에도 4~5건씩 이체하는데요. 속터져서 카뱅으로 다 옮겨버릴까 심각하게 고민중입니다. 다운그레이드 안되나요?? 너무하네요..갤럭시s8씁니다.
398,399,20210702,2021,07,02,5,느와르,플러스박스 자동 출금 기능이 있으면 좋겠습니다. 플러스박스 자동 입금은 있는데 이 기능은 없네요. K뱅크 항상 애용 합니다.
399,400,20210702,2021,07,02,1,할로박,여기 야간에 전화하면 문자 그 해지 등록이라든지 문자가 뭔지 일단 확인을 안해줍니다 코드확인 누르래서 전화 했더니 계좌 찍으라는 보이스피싱 같은데 연결 되든데요?? 야간에 뭐 연결은 몰라도 문자는 확인해주는게 안되나요??케이티에 전화해서 문자 내역 확아하러 아침에 가야하나요??케이티도 야간에 확인 안되는데 도대체 문자 누가보낸건지 해지한걸 어디서 확인할까요??경찰서도 확인안해줍니다
400,401,20200821,2020,08,21,3,Sol Ahn,"잘 쓰다가 갑자기 네트워크 에러라고 뜨면서 접속 오류라고 하면서 실행이 안되는데, 어떻게 해야하나요? 몇일째 계속 이러네요. 지웠다 다시 깔아도 똑같고, 어쩔때는 아무런 메세지도 안 뜨고 대기화면에서 안 넘어가네요.."
401,402,20190213,2019,02,13,5,Google 사용자,처음 나왔을 때 가입해놓고 최근들어 다시 쓰기 시작했는데 좋은거 같습니다. 적응되니 편리하고 이젠 어떤 은행이든 입출금에 수수료가 없다는 것이 가장 큰 장점인거 같습니다(카카오 뱅크는 19년 6월에 수수료 종료한다던데 그 이유로 케이뱅크를 씁니다). 눈살 찌푸려지도록 글을 다는 분들이 계시긴하지만 댓글 달아주시는 분도 스트레스 넘 받지 마시고 화이팅 하세요~
402,403,20190403,2019,04,03,1,Google 사용자,"비밀번호에 일부 특수문자는 못쓰게 하는것 너무 이상하고 말이 되지 않습니다. 애초에 못쓰게 할 특수문자를 키보드에는 왜 표시하는것이며, 다른곳에서 다 쓸 수 있는데 왜 케이뱅크에서만 못쓴다는 것인지?"
403,404,20190104,2019,01,04,1,Google 사용자,최악의 뱅크앱. 신분증 촬영 하라고 하는데 인식 너무 안됨. 10번도 넘게 찍어서 간신히 인식 시켰는데 장기간 안썼다고 뭔 otp인증에 ars 인증하라고 함. 이체할수가 없음. 카뱅쓰면서 불편함 못느꼈는데 이거는 이체도 못하고 있네. 편할라고 인터넷은행 쓰는데 너무 불편함. 처음으로 후기 써봄.
404,405,20210414,2021,04,14,1,kang s,어플이 며칠째 아예 안 열려서 사용도 못하고 있는데 지금 이 상황에 대해서 케이뱅크측에서 인지는 하고 계신건가요? 일시적 오류라고 자꾸 같은 답변 다시는데 며칠을 기다려도 똑같으면 이걸 일시적인 오류라고 할 수 있나요?
405,406,20220714,2022,07,14,1,august jone,요즘 누가 한도제한을 고지서로 풉니까 다 온라인으로 처리하는데 프로세스좀 고객입장에서 바꿔야지 답답해 미쳐버리겠어요
406,407,20210515,2021,05,15,1,재윤재윤,"케이뱅크 아이콘만 표시되고 먹통입니다. 삭제, 재설치 몇번이고 반복해도 동일현상이네요. 기존에 잘 사용했는데 갑자기 이러니 답답합니다ㅠ"
407,408,20210401,2021,04,01,1,박우원,신분증을찍으래서 찍으니 인식은되나 인증실패만뜸 확인누르니 처음부터 다시 해야됨 가입부터가 문제 이러니 별점이 낮을수밖에.. / 신분증 촬영이문제가아니라요.. 신분증은 촬영이 되는데 그 다음 인증이 실패한다고요... 촬영이되서 본인신분 확인하고 날짜까지 다뜬다음이 안넘어가진다구요
408,409,20210223,2021,02,23,1,박수연,무한 로딩 수정좀여.. 계속 로딩창에서 안넘어가지네요 ㅠㅠ 지웟다가 새로깔고 앱 전체 종료햇다가 다시 들어가도 무한로딩창이에요 ㅠㅠㅠ 돈쏘야되는데 못쓰고잇어욤...
